Show_id,Type,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Data_Quality_notes
s6061,Movie,A Thin Line Between Love  Hate,Martin Lawrence,MartinLawrenceLynnWhitfieldReginaKingBobbyBrownDellaReeseDarylMitchellRogerMosleyMalindaWilliamsRogerEMosleySimbiKhaliTangieAmbroseWendyRaquelRobinsonStaciiJaeJohnsonFaizonLoveMiguelANezJrTracyMorgan,United States,"December 1, 2020",1996,R,108 min,"Comedies, Romantic Movies",When a philandering club promoter sets out to woo a rich glamorous woman he has no clue just how much mayhem hes about to unleash on his life,
s6062,Movie,A Thousand Words,Brian Robbins,EddieMurphyKerryWashingtonCliffCurtisClarkDukeAllisonJanneyRubyDeeJohnWitherspoonJackMcBrayer,United States,"July 1, 2020",2012,PG-13,92 min,Comedies,When he learns his karma will permit him to speak just a thousand more words before he dies fasttalking agent Jack must make every syllable count,
s6063,Movie,A Walk to Remember,Adam Shankman,MandyMooreShaneWestPeterCoyoteDarylHannahLaurenGermanClayneCrawfordAlThompson,United States,"July 1, 2020",2002,PG,102 min,"Dramas, Romantic Movies",When bad boy Landon is cast opposite campus bookworm Jamie in a high school play romance blooms  until tragedy threatens to tear them apart,
s6064,Movie,A Wednesday,Neeraj Pandey,AnupamKherNaseeruddinShahJimmyShergillDeepalShawAamirBashirKaliPrasadMukherjeeVijayBhatiaChetanPandit,India,"November 1, 2018",2008,TV-MA,103 min,"Action & Adventure, Dramas, International Movies",After receiving an anonymous tip about a bomb a police commissioner must negotiate with the terrorist who demands the release of four militants,
s6065,Movie,A Week in Watts,Gregory Caruso,unknown,United States,"February 19, 2018",2017,TV-14,91 min,Documentaries,Los Angeles police officers embark on an innovative program mentoring promising students from the harsh ganginfested Watts neighborhood,
s6066,Movie,A Wrinkle in Time,Ava DuVernay,StormReidOprahWinfreyReeseWitherspoonMindyKalingDericMcCabeLeviMillerChrisPineGuguMbathaRawZachGalifianakisMichaelPeaBellamyYoungAndrHollandWillMcCormackRowanBlanchardDanielMacPherson,United States,"September 25, 2018",2018,PG,110 min,Children & Family Movies,Years after their father disappears Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness,
s6067,Tv Show,A Young Doctors Notebook and Other Stories,unknown,DanielRadcliffeJonHammAdamGodleyChristopherGodwinRosieCavalieroVickiPepperdineMargaretClunieTimSteedShaunPye,United Kingdom,unknown,2013,TV-MA,2 Seasons,"British TV Shows, TV Comedies, TV Dramas",Set during the Russian Revolution this comic miniseries is based on a doctors memories of his early career working in an outoftheway village,
s6068,Tv Show,AD Kingdom and Empire,unknown,JuanPabloDiPaceAdamLevyChipoChungBabouCeesayEmmettScanlanWillThorpRichardCoyleVincentReganGretaScacchiJamesCallisJoanneWhalleyJodhiMayChrisBrazierFraserAyresJhannesHaukurJhannessonKenBonesKennethCollard,United States,"December 15, 2017",2015,TV-14,1 Season,TV Dramas,In the wake of Jesus Christs crucifixion his apostles dedicate themselves to spreading his message risking their freedom and their lives,
s6069,Movie,AMI,Rusty Nixon,DebsHowardPhilipGrangerSamRobertMuikHavanaGuppyBonnieHayVeronicaHampsonLoriTrioloAndrewCoghlanLauraMitchellElinetLouicius,Canada,"October 1, 2020",2019,TV-MA,77 min,Horror Movies,After losing her mother a teenage girl bonds with her phones artificial intelligence app a relationship that soon takes a dark and violent turn,
s6070,Movie,AXL,Oliver Daly,AlexNeustaedterBeckyGAlexMacNicollDominicRainsThomasJaneLouTaylorPucciPatriciaDeLeonNikoGuardadoTedMcGinleyMarieFranoiseTheodoreEricEtebariDorianKingi,United States,"March 20, 2019",2018,PG,99 min,"Action & Adventure, Children & Family Movies, Independent Movies",Young motocross racer Miles Hill helps a topsecret robotic combat dog evade its ruthless creator and the military who are in hot pursuit,
s6071,Movie,Ak Tesadfleri Sever,mer Faruk Sorak,MehmetGnsrBelimBilginAydaAkselAltanErkekliSebnemSnmezHseyinAvniDanyalBernaKonurmitBlentDiner,Turkey,"April 4, 2018",2011,TV-MA,122 min,"Dramas, International Movies, Romantic Movies",A series of coincidences brings two starcrossed lovers together but fate pulls them apart until they encounter each other again in Istanbul,
s6072,Movie,Aadu 2,Midhun Manuel Thomas,JayasuryaVinayakanSunnyWayneVijayBabuSaijuKurupVineethMohanUnniRajanPDevDharmajanBolgattyIndrans,India,"May 15, 2018",2017,TV-MA,150 min,"Comedies, International Movies",When Shaji Pappan and his gang of goofy outlaws find themselves low on funds they plan to once again win a hefty prize in a tugofwar competition,
s6073,Movie,Aajcha Divas Majha,Chandrakant Kulkarni,SachinKhedekarAshwiniBhaveMaheshManjrekarHrishikeshJoshiSatishAlekarSunilTawdePushkarShrotriAnandIngle,India,"January 1, 2018",2013,TV-PG,126 min,"Comedies, Dramas, International Movies",A conscientious politician helps an elderly singer overcome the obstacles placed in his path a by a powerful bureaucracy,
s6074,Movie,Aarakshan,Prakash Jha,AmitabhBachchanSaifAliKhanManojBajpayeeDeepikaPadukonePrateikTanviAzmiSaurabhShuklaDarshanJariwalaYashpalSharmaMukeshTiwari,India,"December 31, 2019",2011,TV-14,164 min,"Dramas, International Movies",The decision by Indias supreme court to establish castebased reservations for jobs in education causes conflict between a teacher and his mentor,
s6075,Movie,Aashayein,Nagesh Kukunoor,JohnAbrahamSonalSehgalPrateekshaLonkarGirishKarnadFaridaJalalAshwinChitaleAnaithaNairVikramInamdarVipinBhaliPoonamChitaleNageshKukunoor,India,"October 22, 2017",2010,TV-14,115 min,"Dramas, International Movies",When he learns he has terminal cancer a cynical gambler and chronic smoker ditches his fiance snubs doctors and checks into a nursing home to die,
s6076,Movie,Aata Pita,Uttung Shelar,SanjayNarvekarBharatJadhavSatishPhulekarAshwiniApte,India,"January 1, 2018",2010,TV-14,133 min,"Comedies, Dramas, International Movies",A municipal clerk with literary ambitions stalks a loan recovery officer on whom he has decided to base his storys central character,
s6077,Movie,Abby Sen,Atanu Ghosh,AbirChatterjeeRaimaSenArunimaGhoshPriyankaSarkarSujanMukherjeeKanchanMullickBiswanathBasuBhaswarChatterjeeSwagataBasuTuhinMitraParanBanerjeeKharajMukherjeeChiranjit,India,"May 1, 2017",2015,TV-PG,127 min,"Comedies, Dramas, International Movies",After losing his seventh job in a row a TV producer and scifi buff travels back in time to 1980 where his employment prospects improve,
s6078,Movie,Abdo Mota,unknown,MohamedRamadan,Egypt,"April 19, 2019",2012,TV-MA,100 min,"Action & Adventure, Dramas, International Movies",Following the mysterious death of his parents a young man finds himself enmeshed in the dark world of drugs and crime,
s6079,Movie,Abhinetri,A L Vijay,TamannaahBhatiaPrabhuDevaSonuSoodSapthagiriMurliSharmaRVUdhaykumarJoyMathewHema,India,"May 1, 2018",2016,TV-14,131 min,"Comedies, International Movies, Sci-Fi & Fantasy",Due to family pressure a corporate man reluctantly marries a woman from the village but in their new home she abruptly assumes a different persona,
s6080,Tv Show,Abnormal Summit,Jungah Im Seunguk Jo,HyunmooJunSikyungSungSeyoonYoo,South Korea," August 4, 2017",2017,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",Led by a trio of Korean celebs a multinational panel of men engage in  usually  lighthearted debates on issues that surround Korea and beyond,
s6081,Movie,Abominable Christmas,Chad Van De Keere,IsabellaAcresDrakeBellEmilioEstevezNolanGouldMatthewLillardRayLiottaJaneLynchArielWinter,United States,"February 18, 2016",2012,TV-Y7,44 min,"Children & Family Movies, Comedies",Two small abominable snowmen flee their mountain to escape a scientist whos trying to capture them and end up spending Christmas with a human family,
s6082,Movie,About a Boy,Chris Weitz Paul Weitz,NicholasHoultToniColletteVictoriaSmurfitSharonSmallNataliaTenaIsabelBrookHughGrantRachelWeiszNicholasHutchison,"United Kingdom, United States, France, Germany","February 1, 2019",2002,PG-13,101 min,"Comedies, Dramas, International Movies",Hip irresponsible Londoner Will invents an imaginary son and starts attending singleparent meetings to find available women,
s6083,Movie,Abzurdah,Daniela Goggi,EugeniaSurezEstebanLamotheGloriaCarrRafaelSpregelburdTomsOttavianoJulietaGulloZoeHochbaumLuciaCarolinaPecrul,Argentina,"August 25, 2016",2015,TV-MA,90 min,"Dramas, International Movies",A disenfranchised 16yearold girl connects to an older man on the internet and after a brief onesided affair descends into obsession and anorexia,
s6084,Movie,Acapulco La vida va,Alfonso Serrano Maturino,PatricioCastilloSergioBustamanteAlejandroSurezLuzMaraJerezBobIsaacsTereMonroy,Mexico,"June 3, 2017",2016,TV-MA,89 min,"Comedies, Dramas, International Movies",Three lifelong friends travel to Acapulco ostensibly so one of them can find his lost love but the real reason behind the trip holds some surprises,
s6085,Movie,Across The Line,Julien Christian Lutz,SarahJefferySimonPaulMutuyimanaDenisTheriaultJeremiahSparksStevenLoveCaraRickettsJimCodringtonShamierAndersonStephanJamesLanetteWareHughThompson,Canada,"April 1, 2019",2015,TV-MA,88 min,"Dramas, Sports Movies",A black high school student sets his sights for the National Hockey League but rising racial tensions in his community may jeopardize his goals,
s6086,Movie,Across the Universe,Julie Taymor,EvanRachelWoodJimSturgessJoeAndersonDanaFuchsMartinLutherJamesUrbaniakTVCarpioSpencerLiff,"United States, United Kingdom","January 1, 2019",2007,PG-13,133 min,"Dramas, Music & Musicals, Romantic Movies",An American girl and a British lad fall in love amid the social and political upheaval of the 1960s in this musical featuring songs by the Beatles,
s6087,Movie,Act of Valor,Mike McCoy Scott Waugh,KeoWoolfordDreaCastroEmilioRiveraRorkeDenverJasonCottleAilsaMarshallAlexVeadovDaveRoselynSanchezThomasRosalesJrNestorSerranoGonzaloMenendez,United States,"June 1, 2020",2012,R,110 min,Action & Adventure,An elite squad of Navy SEALs is tasked with rescuing a kidnapped CIA agent from a lethal terrorist cell,
s6088,Movie,Act of Vengeance,Mahsun Krmzgl,HalukBilginerMahsunKrmzglMustafaSandalGinaGershonRobertPatrickDannyGloverEnginAltanDzyatanScottWilliamWintersSharrieffPugh,"Turkey, United States","September 29, 2018",2010,NR,112 min,"Action & Adventure, International Movies",Two Turkish agents are sent to New York City on a mission to capture a notorious terrorist known only as Dejjal Arabic for Antichrist,
s6089,Movie,Acts of Violence,Brett Donowho,ColeHauserBruceWillisShawnAshmoreAshtonHolmesMelissaBolonaPatrickStEspritSophiaBushMikeEpps,Canada,"August 1, 2020",2018,R,87 min,Action & Adventure,When his future sisterinlaw is kidnapped by human traffickers a military veteran joins forces with his brothers and a worldweary cop to rescue her,
s6090,Tv Show,Adam Ruins Everything,unknown,AdamConoverAdamLustickEmilyAxford,United States,"September 30, 2018",2018,TV-14,1 Season,TV Comedies,Education can be fun  and funny Comedian Adam Conover bursts misconceptions deconstructs topics and leaves with positive takeaways,
s6091,Movie,Addicted to Life,Thierry Donard,AntoineBizetJesseRichmanKarstenGefleWilleLindbergMatahiDrolletMathiasWyssMattAnnetts,France,"June 12, 2020",2014,TV-14,91 min,"Action & Adventure, Documentaries, International Movies",Chasing extreme challenges athletic daredevils test their limits in various environments from giant waves to snowy slopes around the world,
s6092,Movie,Adore,Anne Fontaine,NaomiWattsRobinWrightXavierSamuelJamesFrechevilleBenMendelsohnJessicaToveySophieLoweGarySweetAlysonStandenSkyeSutherlandSarahHenderson,"Australia, France","November 20, 2019",2013,R,111 min,"Dramas, Independent Movies, International Movies",When lifelong friends Roz and Lil fall in love with each others teenage sons they must carry out their affairs in relative secrecy,
s6093,Movie,Adrishya,Sandeep Chatterjee,RaviKumarAyeshaSinghNishatMallickArchanaKotwalRakeshChaturvediOmNidhiMahavanAbhijitSinhaAbdurRehman,India,"December 31, 2019",2017,TV-14,99 min,"Horror Movies, Independent Movies, International Movies",A familys harmonious existence is interrupted when the young son begins showing symptoms of anxiety that seem linked to disturbing events at home,
s6094,Movie,Adventures in Public School,Kyle Rideout,DanielDohenyJudyGreerSiobhanWilliamsRussellPetersGraceParkAndrewMcNeeAlexBarimaAndrewHerrEvaDayJoshEpstein,"Canada, United States","August 15, 2018",2018,NR,86 min,Comedies,After years of homeschooling an awkward teen decides he wants a public high school experience but his overbearing mother struggles to let go,
s6095,Tv Show,Africa,unknown,DavidAttenborough,United Kingdom,"April 28, 2016",2013,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",This fivepart nature series chronicles fascinating stories of survival on the African continent home to the most diverse animal life on the planet,
s6096,Movie,After Porn Ends,Bryce Wagoner,unknown,United States,"May 27, 2019",2012,NR,93 min,Documentaries,This documentary explores the careers of some of porns top stars and examines their adjustment to normal society after leaving adult entertainment,
s6097,Movie,After Porn Ends 3,Brittany Andrews,unknown,United States,"December 30, 2018",2018,TV-MA,87 min,Documentaries,This third installment in a documentary series examines the lives of the adult film genres biggest stars after their industry careers have ended,
s6098,Movie,Afterschool,Antonio Campos,EzraMillerAddisonTimlinJeremyAllenWhiteMichaelStuhlbargEmoryCohenDavidCostabileRosemarieDeWittDariuszMUczkowskiGaryWilmesPaulSparksAlexandraNeilLeeWilkof,United States,"August 13, 2020",2008,TV-MA,107 min,"Dramas, Independent Movies",When a prep school loner films two classmates overdosing on cocaine his footage plays a role in the emotional fallout within the school community,
s6099,Movie,Aftershock,Nicols Lpez,EliRothAndreaOsvrtArielLevyNatashaYarovenkoNicolsMartnezLorenzaIzzoMarcialTagleRamnLlaoIgnaciaAllamandPazBascun,"United States, Chile","March 7, 2018",2012,R,89 min,"Action & Adventure, Horror Movies",An American tourist and his friends are partying in Chile but a major earthquake devastates the area and forces them to scramble for survival,
s6100,Movie,Agatha and the Truth of Murder,Terry Loane,RuthBradleyPippaHaywoodDeanAndrewsBebeCaveBlakeHarrisonTimMcInnernyRalphInesonMichaelMcElhatton,United Kingdom,"January 31, 2019",2018,TV-MA,92 min,Dramas,In a dramatized depiction of her 11day disappearance novelist Agatha Christie solving a real murder amid a crisis in her writing and marriage,
s6101,Tv Show,Age Gap Love,unknown,FayRipley,United Kingdom,"July 12, 2019",2017,TV-MA,1 Season,"British TV Shows, Reality TV, Romantic TV Shows",Despite the social backlash and challenges that come with intergenerational romance these couples choose to stick together through thick and thin,
s6102,Tv Show,Age of Glory,unknown,DebbieGohAenieWongFrederickLeeLeslieChai,unknown,"August 14, 2017",2010,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",Amid the thriving nightlife of 1960s Kuala Lumpur three Chinese friends  a showgirl her housekeeper and a chanteuse  find love and heartbreak,
s6103,Tv Show,Agent Raghav,unknown,SharadKelkarAahanaKumraMaheshManjrekarDeepaliPansareDanishPandorJasonThamReenaAggarwalSwatiRajput,India,"April 15, 2017",2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",A mix of brilliance erudition and skill enables a modern Sherlock Holmes to solve impossible cases all while he tries to heal personal wounds,
s6104,Movie,Ahista Ahista,Shivam Nair,AbhayDeolSohaAliKhanShayanMunshiKaminiKhannaSohrabArdeshirMuradAliShakeelKhanNatashaSinhaBrijendraKala,India,"December 31, 2019",2006,TV-14,122 min,"Dramas, International Movies, Romantic Movies",Stood up by her groom at the altar a young woman finds help and healing from another man  until her exfianc returns hoping to win her back,
s6105,Movie,Ai Weiwei Never Sorry,Alison Klayman,AiWeiweiLaoAi,United States,"March 1, 2018",2012,R,91 min,Documentaries,Chinese artist and activist Ai Weiwei uses social media and art to inspire protests and suffers government persecution for his actions,
s6106,Tv Show,Ainsley Eats the Streets,unknown,AinsleyHarriott,United Kingdom,"July 12, 2019",2014,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",Celebrity chef Ainsley Harriott embarks on a journey around the world to explore the relationship between local street foods and cultural identity,
s6107,Movie,Aisa Yeh Jahaan,Biswajeet Bora,PalashSenIraDubeyYashpalSharmaTinnuAnandPrishaDabbasKymsleenKholieSatishSharma,India,"October 15, 2017",2015,TV-14,127 min,"Dramas, Independent Movies, International Movies",During a vacation with her parents away from her concrete urban existence a young girl learns to appreciate the joys of connecting with nature,
s6108,Movie,Aitraaz,Abbas Alibhai Burmawalla Mastan Alibhai Burmawalla,AkshayKumarKareenaKapoorPriyankaChopraAmrishPuriPareshRawalAnnuKapoor,India,"March 1, 2018",2004,TV-14,153 min,"International Movies, Music & Musicals, Romantic Movies",A happily married business executive is forced to deal with an episode from his past that he had long thought was put behind him,
s6109,Movie,Alarmoty in the Land of Fire,unknown,unknown,Egypt,"August 5, 2019",2017,TV-MA,94 min,"Comedies, International Movies",While vacationing at a resort an ornery and outspoken man is held captive by a criminal organization,
s6110,Movie,Albion The Enchanted Stallion,Castille Landon,DanielSharmanJenniferMorrisonDebraMessingStephenDorffJohnCleeseLiamMcIntyreRichardKindAveryArendesCastilleLandon,"United States, Bulgaria","July 1, 2017",2016,TV-PG,106 min,Children & Family Movies,After a magical horse transports her to a fantasy world ruled by an evil general a brave girl sets out to save the land once and for all,
s6111,Movie,Alejandro Sanz What I Was Is What I Am,Gervasio Iglesias Alexis Morante,AlejandroSanz,Spain,"August 18, 2018",2018,TV-MA,102 min,"Documentaries, International Movies, Music & Musicals",A retrospective look at the life and career of Grammyaward winning Spanish musician Alejandro Sanz,
s6112,Movie,Alice Doesnt Live Here Anymore,Martin Scorsese,EllenBurstynKrisKristoffersonBillyGreenBushDianeLaddHarveyKeitelLeliaGoldoniLaneBradburyVicTaybackJodieFosterAlfredLutter,United States,"July 1, 2019",1974,PG,112 min,"Classic Movies, Comedies, Dramas",A widowed singer and single mother starts over as a diner waitress in Arizona befriending her coworkers and romancing a ruggedly handsome rancher,
s6113,Movie,Alien Contact Outer Space,J Michael Long,JMichaelLong,United States,"January 9, 2018",2017,TV-PG,63 min,Documentaries,This factbased account delves into humankinds efforts to gather signals from possible intelligent beings beyond the solar system,
s6114,Movie,Aliens Ate My Homework,Sean McNamara,WilliamShatnerDanPayneKirstenRobekTyConsiglioSeanMcNamaraChristianConveryJaydenGreigLaurenMcNamaraAlexZaharaSandyRobson,United States,"March 6, 2018",2018,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Tiny alien lawmen fly into Rods bedroom and recruit him into helping them stop an intergalactic criminal  whos disguised as a very familiar human,
s6115,Movie,Alive and Kicking,Susan Glatzer,unknown,"Sweden, United States","August 10, 2017",2016,TV-14,89 min,Documentaries,Take an inside look at swing dancings continued prosperity and the lively and joyous personalities that make the art form so unique,
s6116,Movie,All About Nina,Eva Vives,MaryElizabethWinsteadCommonKatedelCastilloChaceCrawfordJayMohrBeauBridgesCleaDuVallMelonieDiazCamrynManheimMindySterlingAngeliqueCabralNicoleByerToddLouisoElizabethMasucciSonoyaMizunoCharlotteNewhouseVictorRasukAndreeVermeulen,United States,"March 18, 2019",2018,R,101 min,"Comedies, Dramas, Independent Movies",Fearless provocation has fueled standup comic Nina Gelds career but a move to LA and a new love take her to new levels of honesty,
s6117,Movie,All Dogs Go to Heaven,Don Bluth Gary Goldman Dan Kuenster,DomDeLuiseBurtReynoldsDarylGilleyCandyDevineCharlesNelsonReillyVicTaybackMelbaMooreJudithBarsiRobFullerEarleenCareyAnnaManahanNigelPegramLoniAndersonKenPageGodfreyQuigley,"Ireland, United Kingdom, United States","June 1, 2020",1989,G,85 min,Children & Family Movies,When a canine con artist becomes an angel he sneaks back to Earth and crosses paths with an orphan girl who can speak to animals,
s6118,Movie,All Good Ones Get Away,Vctor Garca,ClaireForlaniJakeAbelTitusWelliverMelinaMatthews,"Spain, Italy","July 30, 2019",2019,TV-MA,83 min,"International Movies, Thrillers",When a mysterious figure blackmails an adulterous couple during a romantic getaway their secret affair turns into a fight for survival,
s6119,Movie,All Hallows Eve,Charlie Vaughn,LexiGiovagnoliAshleyArgotaJohnDeLucaDianeSalingerMartinKlebbaTraceyGoldDeeWallacePilotPaisleyRoseDanielCooksleyVincentGiovagnoliDillonCavitt,United States,"August 1, 2017",2016,TV-G,92 min,"Children & Family Movies, Independent Movies",Instead of summoning the spirit of her dearly departed mother a charming teen accidentally awakens a vengeful witch who wants to destroy her town,
s6120,Movie,All Light Will End,Chris Blake,AshleyPereiraAlexandraHarrisTedWelchSamJonesIIISarahButlerAndyBuckleyGrahamOuterbridgeMichaelJamesThomasJohnSchuckAaronMunoz,United States,"February 2, 2019",2018,TV-MA,84 min,"Horror Movies, Thrillers",A horror novelist with a traumatic past returns to her childhood hometown where she revisits her night terrors and loses sight of reality,
s6121,Movie,All the Boys Love Mandy Lane,Jonathan Levine,AnsonMountEdwinHodgeMichaelWelchBrookeBloomAmberHeardAaronHimelsteinWhitneyAbleLukeGrimesMelissaPrice,United States,"July 3, 2018",2006,R,91 min,Horror Movies,During a weekend excursion to a secluded ranch an unwelcome visitor begins picking off the randy admirers of teenage temptress Mandy Lane,
s6122,Movie,All the Devils Men,Matthew Hope,MiloGibsonSylviaHoeksGbengaAkinnagbeWilliamFichtnerJosephMillsonElliotCowanPerryFitzpatrickWarrenRusher,United Kingdom,"May 15, 2019",2018,R,100 min,Action & Adventure,A battlescarred Special Ops military vet joins a CIAfunded assignment to take down a Russian terrorist and his triggerhappy comrades,
s6123,Movie,Alone in Berlin,Vincent Perez,EmmaThompsonBrendanGleesonDanielBrhlMoniqueChaumetteJoachimBissmeierKatrinPollittLarsRudolphUwePreussDanielStrerRainerReinersMikaelPersbrandt,"United Kingdom, France, Germany","February 15, 2019",2016,R,103 min,Dramas,After learning of their sons death on the battlefield a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler,
s6124,Movie,Along Came a Spider,Lee Tamahori,MorganFreemanMonicaPotterMichaelWincottDylanBakerMikaBooremAntonYelchinKimHawthorneJayOSandersBillyBurkeMichaelMoriartyPenelopeAnnMiller,"United States, Germany, Canada","October 1, 2019",2001,R,103 min,Thrillers,When a girl is kidnapped from a prestigious prep school a homicide detective takes the case teaming up with young security agent,
s6125,Movie,Alpha and Omega 2 A Howliday Adventure,Richard Rich,BenDiskinKateHigginsBlackieRoseLindsayTorranceLizaWestTracyPfauBillLaderMerylLeighShaunGerardo,United States,"October 1, 2019",2013,TV-G,45 min,Children & Family Movies,In this animated outdoor adventure wolf couple Humphrey and Kate face a crisis when one of their three cubs disappears without explanation,
s6126,Movie,Alpha and Omega The Legend of the Saw Tooth Cave,Richard Rich,DebiDerryberryBenDiskinKateHigginsLindsayTorranceLarryThomasBillLaderCindyRobinson,"United States, India","January 1, 2020",2014,TV-Y7,45 min,Children & Family Movies,When a wolf pup named Runt sneaks off to explore a mysterious cave he meets and befriends a wolf driven from her pack because shes blind,
s6127,Tv Show,Alphablocks,unknown,TeresaGallagherDavidHoltLizzieWaterworth,United Kingdom,"May 25, 2020",2014,TV-Y,5 Seasons,Kids' TV,The letters of the alphabet come to life in Alphaland as they read write and spell their way into an exciting world of phonic fun,
s6128,Movie,AlphaGo,Greg Kohs,unknown,United States,"January 1, 2018",2017,TV-G,90 min,Documentaries,Seemingly simple but deceptively complex the game of Go serves as the backdrop for this battle between artificial intelligence and man,
s6129,Movie,Always a Bridesmaid,Trey Haley,JaviciaLeslieJordanCallowayRichardLawsonYvetteNicoleBrownMichelleMitchenorAmberChardaeRobinsonJasminBrown,United States,"March 3, 2020",2019,TV-14,98 min,"Comedies, Romantic Movies",Never married but always at weddings a copy editor finally dives into the dating pool but wonders if her love story involves staying single forever,
s6130,Movie,Amar Akbar  Tony,Atul Malhotra,RezKemptonSamVincentiMartinDelaneyKarenDavidLauraAikmanGoldyNotayMeeraSyalNinaWadiaTanveerGhaniAmritaAcharia,United Kingdom,"June 20, 2017",2015,TV-MA,92 min,"Comedies, Dramas, International Movies",The brotherly bond between three childhood friends  one Sikh one Muslim and one Catholic  is tested by the often comic absurdities of adulthood,
s6131,Movie,Amar Akbar Anthony,Manmohan Desai,VinodKhannaRishiKapoorAmitabhBachchanNeetuSinghParveenBabiShabanaAzmiNirupaRoyPran,India,"December 31, 2019",1977,TV-14,172 min,"Action & Adventure, Classic Movies, Comedies",Abandoned in a park by their father Amar Akbar and Anthony grow up independently and have no knowledge of one another Theyre reunited as adults when by coincidence they all give blood at the same hospital,
s6132,Movie,Amars Hands,Khaled Youssef,GhadahAbdulrazeqWafaaAmerHassanElRaddadHouriaFarghallySabryFawwaz,Egypt,"April 26, 2019",2011,TV-14,125 min,"Dramas, International Movies",To fulfill her husbands dream to build a home a widow sends her five children to earn money in Cairo where their poverty tests them at every turn,
s6133,Tv Show,Americas Book of Secrets,unknown,JonathanAdams,United States,"September 15, 2019",2014,TV-14,1 Season,Docuseries,This engaging documentary series shares the surprising backstories of familiar institutions like the Pentagon West Point and the Playboy Mansion,
s6134,Movie,American Anarchist,Charlie Siskel,WilliamPowell,United States,"June 23, 2017",2016,TV-MA,81 min,Documentaries,This documentary profiles William Powell who wrote the The Anarchist Cookbook in the early 1970s and spent his later life regretting his actions,
s6135,Movie,American Assassin,Michael Cuesta,DylanOBrienMichaelKeatonSanaaLathanShivaNegarTaylorKitschTrevorWhiteNavidNegahbanScottAdkinsDavidSuchetSydneyRaeWhite,United States,"January 31, 2020",2017,R,112 min,Action & Adventure,After grad student Mitch Rapp suffers a tragic loss during a terrorist attack his singleminded thirst for vengeance catches the interest of the CIA,
s6136,Movie,American Beauty,Sam Mendes,KevinSpaceyAnnetteBeningThoraBirchWesBentleyMenaSuvariChrisCooperPeterGallagherAllisonJanneyScottBakulaSamRobards,United States,"January 1, 2020",1999,R,122 min,Dramas,While struggling to endure his tightly wound wife an unfulfilling job and a surly teen a man becomes obsessed with one of his daughters friends,
s6137,Movie,American Circumcision,Brendon Marotta,unknown,United States,"December 16, 2018",2017,TV-14,101 min,Documentaries,With interviews from experts on both sides of the debate this film questions the routine practice of nonreligious infant circumcision in the US,
s6138,Tv Show,American Crime,unknown,FelicityHuffmanTimothyHuttonElvisNolascoReginaKingLiliTaylorRichardCabralBrentAndersonBenitoMartinezShaneJacobsenWEarlBrownCaitlinGerardPenelopeAnnMillerJohnnyOrtiz,United States,"May 30, 2017",2017,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas",This anthology series unfolds a different story arc for each season with dramas focusing on aspects of American life and the criminal justice system,
s6139,Movie,American Experience Ruby Ridge,Barak Goodman,DaveHuntBoGritzSaraWeaver,United States,"April 19, 2017",2017,TV-MA,53 min,Documentaries,A botched attempt to arrest a white supremacist in Idaho results in a gun battle a standoff and three deaths that galvanize public opinion in 1992,
s6140,Tv Show,American Experience The Circus,Sharon Grimberg,unknown,United States,"May 2, 2019",2018,TV-PG,1 Season,Docuseries,An exploration of the American circus as the spectacle evolved from a onering show to a cultural event and eventually a dying breed,
s6141,Movie,American Experience The Island Murder,Mark Zwonitzer,BlairBrown,United States,"May 1, 2019",2018,TV-14,53 min,Documentaries,In 1931 a young Navy wife tore apart Hawaii on racial lines after claiming she was raped by a gang of nonwhite islanders,
s6142,Movie,American Hangman,Wilson Coneybeare,DonaldSutherlandVincentKartheiserOliverDennisPaulBraunsteinPaulAmatoMattBaramDanBeirneJoanneBolandJamieJacquelineBurnsAlexanderCrowther,Canada,"July 30, 2019",2019,TV-MA,99 min,Thrillers,A judges kidnapping is streamed live on social media as a vengeful loner puts him on trial for supposedly sending an innocent man to his death,
s6143,Movie,American Heist,Sarik Andreasyan,HaydenChristensenAdrienBrodyJordanaBrewsterToryKittlesAkonLuisDaSilvaJrLanceENicholsJoeChrest,"Canada, Luxembourg","October 23, 2019",2014,R,95 min,"Action & Adventure, Dramas",An excon is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist,
s6144,Movie,American History X,Tony Kaye,EdwardNortonEdwardFurlongBeverlyDAngeloJenniferLienEthanSupleeFairuzaBalkAveryBrooksElliottGouldStacyKeachWilliamRussGuyTorry,United States,"November 1, 2019",1998,R,119 min,Dramas,A neoNazi gets sent to prison for murder and comes out a changed man But can he prevent his younger brother from following in his footsteps,
